name,set_name,rarity,primary_type,cmc,usd_price,edhrec_rank,legal_formats_count,value_score,reserved,game_changer,reprint
Thornbite Staff,Mystery Booster 2,uncommon,Artifact,2.0,14.75,2602.0,7,40.5,0,0,1
Halo Hopper,March of the Machine,common,Creature,3.0,0.26,15841.0,13,40.5,0,0,0
Awakening,Stronghold,rare,Enchantment,4.0,5.89,8911.0,7,40.5,0,0,0
Eyes of Gitaxias,March of the Machine,common,Sorcery,3.0,0.08,19314.0,14,40.0,0,0,0
Ambush Gigapede,Outlaws of Thunder Junction,common,Creature,6.0,0.08,19129.0,17,40.0,0,0,0
Cackling Slasher,Duskmourn: House of Horror,common,Creature,4.0,0.07,19425.0,17,40.0,0,0,0
Into the Fae Court,Wilds of Eldraine,common,Sorcery,5.0,0.2,15172.0,16,40.0,0,0,0
Friendly Ghost,Duskmourn: House of Horror,common,Creature,4.0,0.08,21269.0,18,40.0,0,0,0
Etched Familiar,March of the Machine,common,Creature,3.0,0.08,15512.0,14,40.0,0,0,0
Ghostly Flicker,Commander Masters,common,Instant,3.0,1.6,571.0,8,40.0,0,0,1
Bestial Bloodline,Wilds of Eldraine,common,Enchantment,2.0,0.1,18869.0,16,40.0,0,0,0
Discerning Peddler,Outlaws of Thunder Junction,common,Creature,2.0,0.04,17259.0,17,40.0,0,0,0
Cautious Survivor,Duskmourn: House of Horror,common,Creature,4.0,0.05,18728.0,18,40.0,0,0,0
Furtive Analyst,March of the Machine,common,Creature,3.0,0.03,25791.0,14,40.0,0,0,0
Hopeful Vigil,Wilds of Eldraine,common,Enchantment,2.0,0.19,18750.0,16,40.0,0,0,0
Chrome Prowler,Phyrexia: All Will Be One,common,Creature,3.0,0.16,18968.0,14,40.0,0,0,0
Disturbing Conversion,March of the Machine,common,Enchantment,2.0,0.04,20824.0,13,39.5,0,0,0
Compleat Devotion,Phyrexia: All Will Be One,common,Instant,2.0,0.17,16723.0,13,39.5,0,0,0
Allosaurus Rider,Duel Decks Anthology: Elves vs. Goblins,rare,Creature,7.0,4.49,16293.0,7,39.5,0,0,1
Invasion of Eldraine // Prickle Faeries,March of the Machine,uncommon,Creature,4.0,0.08,15300.0,11,39.5,0,0,0
Free from Flesh,Phyrexia: All Will Be One,common,Instant,1.0,0.07,17937.0,13,39.5,0,0,0
Grinding Station,Mystery Booster 2,uncommon,Artifact,2.0,19.71,2237.0,7,39.5,0,0,1
"Alandra, Sky Dreamer",Murders at Karlov Manor Commander,rare,Creature,4.0,3.62,2534.0,5,39.5,0,0,1
Chimney Rabble,Phyrexia: All Will Be One,common,Creature,4.0,0.04,16280.0,13,39.5,0,0,0
Aerial Extortionist,Murders at Karlov Manor Commander,rare,Creature,5.0,4.22,2589.0,5,39.5,0,0,1
"Ardoz, Cobbler of War",Jumpstart 2022,rare,Creature,2.0,5.31,9491.0,5,39.5,0,0,0
Corrosive Mentor,Shadowmoor,uncommon,Creature,3.0,14.37,9504.0,7,39.5,0,0,0
Angelic Voices,Legends,rare,Enchantment,4.0,20.89,24795.0,9,39.5,0,0,0
Undead Warchief,Planechase,uncommon,Creature,4.0,13.67,2727.0,8,39.0,0,0,1
Ashnod's Transmogrant,Antiquities,uncommon,Artifact,1.0,5.37,12446.0,10,39.0,0,0,0
Angelic Accord,The List,uncommon,Enchantment,4.0,4.18,3301.0,8,39.0,0,0,1
Professor Dellian Fel,Secrets of Strixhaven,mythic,Planeswalker,4.0,6.84,22094.0,0,39.0,0,0,0
Daring Thunder-Thief,Outlaws of Thunder Junction,common,Creature,4.0,0.11,22804.0,17,39.0,0,0,0
Alabaster Host Sanctifier,March of the Machine,common,Creature,2.0,0.11,19424.0,14,39.0,0,0,0
Hollow Scavenger // Bakery Raid,Wilds of Eldraine,common,Creature,3.0,0.22,15728.0,16,39.0,0,0,0
Atog,Antiquities,common,Creature,2.0,3.45,14570.0,10,39.0,0,0,0
Ancient Den,Commander 2021,common,Artifact,0.0,3.29,524.0,12,39.0,0,0,1
Charmed Sleep,Bloomburrow,common,Enchantment,3.0,0.11,14940.0,17,39.0,0,0,1
Grasping Longneck,Duskmourn: House of Horror,common,Creature,3.0,0.05,18067.0,17,39.0,0,0,0
Aura of Silence,Commander 2015,uncommon,Enchantment,3.0,5.87,2093.0,8,39.0,0,0,1
Frostbridge Guard,Wilds of Eldraine,common,Creature,2.0,0.08,18581.0,16,39.0,0,0,0
Commune with Nature,Wilds of Eldraine,common,Sorcery,1.0,0.08,13322.0,18,39.0,0,0,1
Conceited Witch // Price of Beauty,Wilds of Eldraine,common,Creature,3.0,0.08,20291.0,16,39.0,0,0,0
Bellowing Bruiser // Beat a Path,Wilds of Eldraine,common,Creature,5.0,0.08,19009.0,17,39.0,0,0,0
Besotted Knight // Betroth the Beast,Wilds of Eldraine,common,Creature,4.0,0.19,17257.0,16,39.0,0,0,0
Balance of Power,Portal Three Kingdoms,rare,Sorcery,5.0,100.0,24418.0,8,39.0,0,0,1
Amazing Alliance,Marvel's Spider-Man Eternal,rare,Enchantment,3.0,3.9,12665.0,5,38.5,0,0,0
Rishadan Port,Masters 25,rare,Land,0.0,13.56,14219.0,7,38.5,0,0,1
Batwing Brume,Archenemy,uncommon,Instant,2.0,6.84,6791.0,7,38.5,0,0,1
Invasion of Belenon // Belenon War Anthem,March of the Machine,uncommon,Enchantment,3.0,0.14,15184.0,11,38.5,0,0,0
"Nahiri, the Lithomancer",Commander Masters,rare,Planeswalker,5.0,1.01,8702.0,5,38.5,0,0,1
Alliance of Arms,Commander 2011,rare,Sorcery,1.0,8.69,11180.0,5,38.5,0,0,0
Wirewood Lodge,Onslaught,uncommon,Land,0.0,9.1,2426.0,7,38.5,0,0,0
Amarant Coral,Final Fantasy Commander,rare,Creature,4.0,4.02,17108.0,5,38.5,0,0,0
Back to Basics,Ultimate Masters,rare,Enchantment,3.0,5.75,4917.0,6,38.0,0,0,1
"Basandra, Battle Seraph",Commander Anthology,rare,Creature,5.0,3.28,12200.0,6,38.0,0,0,1
Ancient Craving,Portal Second Age,rare,Sorcery,4.0,4.23,5416.0,6,38.0,0,0,0
Urborg,Tales of Middle-earth Commander,rare,Land,0.0,16.33,8941.0,6,38.0,0,0,1
Merrow Commerce,Lorwyn,uncommon,Enchantment,2.0,19.75,6819.0,7,37.5,0,0,0
Aisha of Sparks and Smoke,Secret Lair Drop,rare,Creature,3.0,4.6,15602.0,5,37.5,0,0,0
Angel of Fury,Portal Second Age,rare,Creature,6.0,4.15,29779.0,7,37.5,0,0,0
Crumbling Ashes,Eventide,uncommon,Enchantment,2.0,41.91,6562.0,7,37.5,0,0,0
Aura of Dominion,Champions of Kamigawa,uncommon,Enchantment,2.0,5.57,11051.0,7,37.5,0,0,0
Bazaar of Baghdad,Arabian Nights,uncommon,Land,0.0,1782.66,10551.0,5,37.5,1,0,0
"Ral Zarek, Guest Lecturer",Secrets of Strixhaven,mythic,Planeswalker,3.0,10.55,23781.0,0,37.0,0,0,0
Battlefield Improvisation,Assassin's Creed,common,Instant,2.0,5.18,8048.0,8,37.0,0,0,0
Arcane Lighthouse,Commander Masters,uncommon,Land,0.0,9.08,1152.0,5,36.5,0,0,1
"April O'Neil, Human Element",Teenage Mutant Ninja Turtles Eternal,rare,Creature,4.0,9.46,15783.0,5,36.5,0,0,0
Welcome to . . . // Jurassic Park,Jurassic World Collection,rare,Enchantment,3.0,27.85,5224.0,5,36.5,0,0,0
Attunement,Urza's Saga,rare,Enchantment,3.0,25.23,15340.0,7,36.5,0,0,0
Arena of the Ancients,Chronicles,rare,Artifact,3.0,4.56,18307.0,8,36.0,0,0,1
Arcbound Crusher,Planechase,uncommon,Creature,4.0,3.87,5856.0,7,35.5,0,0,1
Hammerheim,Legends,uncommon,Land,0.0,14.3,9228.0,7,35.5,0,0,0
Fairgrounds Trumpeter,March of the Machine,common,Creature,3.0,0.13,18440.0,13,35.5,0,0,1
Sandstone Needle,Mercadian Masques,common,Land,0.0,5.66,6095.0,9,35.5,0,0,0
Armageddon Clock,Antiquities,uncommon,Artifact,6.0,6.17,17782.0,9,35.5,0,0,0
Basalt Monolith,Double Masters,uncommon,Artifact,3.0,4.42,552.0,6,35.0,0,0,1
Library of Alexandria,Arabian Nights,uncommon,Land,0.0,1332.75,3732.5,0,35.0,1,0,0
"Ardenn, Intrepid Archaeologist",Commander Legends,uncommon,Creature,3.0,3.36,1650.0,5,34.5,0,0,0
Alluring Scent,Starter 1999,rare,Sorcery,3.0,6.44,19541.0,9,34.5,0,0,1
Unholy Citadel,Legends,uncommon,Land,0.0,5.37,25288.0,7,34.5,0,0,0
Seafarer's Quay,Legends,uncommon,Land,0.0,8.56,25595.0,7,34.5,0,0,0
Adventurers' Guildhouse,Legends,uncommon,Land,0.0,10.85,21449.0,7,34.5,0,0,0
Cathedral of Serra,Legends,uncommon,Land,0.0,29.94,20480.0,7,34.5,0,0,0
And They Shall Know No Fear,"Warhammer 40,000 Commander",uncommon,Instant,2.0,10.31,3359.0,5,34.5,0,0,0
Mountain Stronghold,Legends,uncommon,Land,0.0,7.37,23853.0,7,34.5,0,0,0
Inspired Charge,March of the Machine,common,Instant,4.0,0.07,17887.0,15,34.0,0,0,1
Aspect of Wolf,Unlimited Edition,rare,Enchantment,2.0,17.52,22221.0,8,34.0,0,0,1
City of Ass,Unhinged,rare,Land,0.0,37.34,3732.5,0,34.0,0,0,0
Arrogant Wurm,Torment,uncommon,Creature,5.0,7.32,23611.0,10,34.0,0,0,0
Flame Lash,Bloomburrow,common,Instant,4.0,0.12,17967.0,17,34.0,0,0,1
Afterlife Insurance,Ravnica: Clue Edition,uncommon,Instant,2.0,5.39,7337.0,5,33.5,0,0,0
Aphetto Alchemist,Onslaught,uncommon,Creature,2.0,3.37,5138.0,7,33.5,0,0,0
Animate Wall,Unlimited Edition,rare,Enchantment,1.0,29.99,21376.0,8,33.0,0,0,1
Tolaria,Legends,uncommon,Land,0.0,7.05,17958.0,7,32.5,0,0,0
Alpha Status,Scourge,uncommon,Enchantment,3.0,5.38,8545.0,7,32.5,0,0,0
Ashnod's Battle Gear,Antiquities,uncommon,Artifact,2.0,3.64,29813.0,8,32.0,0,0,0
Aberrant,"Warhammer 40,000 Commander",uncommon,Creature,2.0,7.37,5442.0,5,31.5,0,0,0
Strip Mine,Rinascimento,uncommon,Land,0.0,16.43,516.0,5,31.5,0,0,1
Abomination,Legends,uncommon,Creature,5.0,4.42,25430.0,8,31.0,0,0,0
Arboria,Legends,uncommon,Enchantment,4.0,5.74,17392.0,8,30.0,0,0,0
Abu Ja'far,Arabian Nights,uncommon,Creature,1.0,53.93,21261.0,8,30.0,0,0,0
Backdraft,Legends,uncommon,Instant,2.0,3.54,27406.0,7,29.5,0,0,0
Scorched Geyser,Secrets of Strixhaven Commander,rare,Land,0.0,9.46,17993.0,0,29.0,0,0,0
Turbulent Moor,Secrets of Strixhaven Commander,rare,Land,0.0,6.33,15836.0,0,29.0,0,0,0
Coastal Peak,Secrets of Strixhaven Commander,rare,Land,0.0,6.51,21330.0,0,29.0,0,0,0
Turbulent Steppe,Secrets of Strixhaven Commander,rare,Land,0.0,10.15,18091.0,0,29.0,0,0,0
Ali Baba,Arabian Nights,uncommon,Creature,1.0,28.78,28996.0,8,29.0,0,0,0
Turbulent Springs,Secrets of Strixhaven Commander,rare,Land,0.0,7.8,17209.0,0,29.0,0,0,0
Turbulent Wilderness,Secrets of Strixhaven Commander,rare,Land,0.0,6.92,17865.0,0,29.0,0,0,0
Eclipsed Steppe,Secrets of Strixhaven Commander,rare,Land,0.0,5.19,16294.0,0,29.0,0,0,0
Turbulent Fen,Secrets of Strixhaven Commander,rare,Land,0.0,6.04,16734.0,0,29.0,0,0,0
Accumulated Knowledge,Nemesis,common,Instant,2.0,3.66,25738.0,9,28.5,0,0,0
Avenging Hunter,Commander Legends: Battle for Baldur's Gate,common,Creature,5.0,5.58,14576.0,7,28.5,0,0,0
Alaborn Zealot,Portal Second Age,uncommon,Creature,1.0,3.63,23048.0,6,27.0,0,0,0
Barbarian General,Portal Three Kingdoms,uncommon,Creature,5.0,22.93,27003.0,6,27.0,0,0,0
Animate Artifact,Unlimited Edition,uncommon,Enchantment,4.0,4.04,25135.0,9,26.5,0,0,1
Army of Allah,Arabian Nights,common,Instant,3.0,24.74,27399.0,9,26.5,0,0,0
Angel of Light,Starter 1999,uncommon,Creature,5.0,5.53,29022.0,6,26.0,0,0,0
Alert Shu Infantry,Portal Three Kingdoms,uncommon,Creature,3.0,12.32,30212.0,6,26.0,0,0,0
